,dep_delay,arr_delay,difference
99883,36.0,40.0,-4.0
99885,128.0,129.0,-1.0
99890,2.0,-23.0,25.0
99892,76.0,57.0,19.0
99893,47.0,33.0,14.0
99896,7.0,-17.0,24.0
99897,1.0,4.0,-3.0
99898,15.0,23.0,-8.0
99902,3.0,35.0,-32.0
99905,3.0,-8.0,11.0
99907,43.0,24.0,19.0
99908,84.0,75.0,9.0
99918,24.0,0.0,24.0
99921,4.0,-3.0,7.0
99925,4.0,-6.0,10.0
99927,25.0,23.0,2.0
99928,8.0,28.0,-20.0
99930,18.0,7.0,11.0
99934,3.0,-1.0,4.0
99937,5.0,-25.0,30.0
99939,41.0,17.0,24.0
99940,1.0,-14.0,15.0
99943,8.0,3.0,5.0
99945,1.0,-7.0,8.0
99946,9.0,-7.0,16.0
99948,4.0,-15.0,19.0
99950,2.0,-16.0,18.0
99952,14.0,7.0,7.0
99954,19.0,26.0,-7.0
99961,29.0,22.0,7.0
99963,6.0,-4.0,10.0
99966,5.0,20.0,-15.0
99967,24.0,26.0,-2.0
99968,1.0,5.0,-4.0
99969,5.0,12.0,-7.0
99973,17.0,13.0,4.0
99974,6.0,6.0,0.0
99976,5.0,0.0,5.0
99977,2.0,8.0,-6.0
99982,9.0,60.0,-51.0
99984,16.0,34.0,-18.0
99986,13.0,3.0,10.0
99997,4.0,1.0,3.0
100000,64.0,64.0,0.0
100002,184.0,179.0,5.0
100009,46.0,51.0,-5.0
100012,51.0,43.0,8.0
100018,112.0,107.0,5.0
100024,116.0,130.0,-14.0
100025,192.0,173.0,19.0
100031,89.0,85.0,4.0
100032,14.0,-13.0,27.0
100034,10.0,-14.0,24.0
100037,11.0,13.0,-2.0
100038,18.0,4.0,14.0
100049,11.0,10.0,1.0
100050,56.0,43.0,13.0
100051,128.0,114.0,14.0
100062,2.0,-18.0,20.0
100064,11.0,0.0,11.0
100070,2.0,-4.0,6.0
100073,5.0,10.0,-5.0
100076,4.0,-15.0,19.0
100077,83.0,83.0,0.0
100085,4.0,3.0,1.0
100104,12.0,7.0,5.0
100112,2.0,2.0,0.0
100121,2.0,-6.0,8.0
100122,69.0,75.0,-6.0
100123,24.0,41.0,-17.0
100125,18.0,24.0,-6.0
100127,2.0,-13.0,15.0
100129,9.0,1.0,8.0
100130,23.0,15.0,8.0
100131,1.0,15.0,-14.0
100133,88.0,41.0,47.0
100137,36.0,20.0,16.0
100138,6.0,-9.0,15.0
100139,79.0,65.0,14.0
100149,172.0,169.0,3.0
100151,127.0,118.0,9.0
100152,327.0,388.0,-61.0
100153,6.0,7.0,-1.0
100154,455.0,489.0,-34.0
100157,83.0,71.0,12.0
100158,27.0,17.0,10.0
100162,118.0,135.0,-17.0
100164,19.0,-5.0,24.0
100166,188.0,195.0,-7.0
100167,203.0,187.0,16.0
100169,120.0,121.0,-1.0
100171,17.0,-13.0,30.0
100173,58.0,31.0,27.0
100174,51.0,56.0,-5.0
100176,3.0,11.0,-8.0
100177,25.0,6.0,19.0
100178,42.0,14.0,28.0
100180,169.0,172.0,-3.0
100181,183.0,164.0,19.0
100182,2.0,0.0,2.0
100183,6.0,-26.0,32.0
100185,20.0,-23.0,43.0
100191,229.0,324.0,-95.0
100195,23.0,-2.0,25.0
100196,4.0,-8.0,12.0
100197,518.0,555.0,-37.0
100200,62.0,38.0,24.0
100201,7.0,5.0,2.0
100203,3.0,17.0,-14.0
100206,52.0,48.0,4.0
100207,41.0,32.0,9.0
100210,25.0,9.0,16.0
100215,13.0,3.0,10.0
100216,2.0,-9.0,11.0
100218,156.0,146.0,10.0
100219,37.0,32.0,5.0
100220,1.0,-3.0,4.0
100225,63.0,39.0,24.0
100231,31.0,8.0,23.0
100233,18.0,33.0,-15.0
100238,37.0,12.0,25.0
100240,42.0,61.0,-19.0
100242,30.0,4.0,26.0
100247,6.0,-21.0,27.0
100248,670.0,687.0,-17.0
100250,1.0,7.0,-6.0
100253,1.0,-3.0,4.0
100259,15.0,92.0,-77.0
100260,18.0,23.0,-5.0
100264,143.0,131.0,12.0
100265,13.0,13.0,0.0
100266,507.0,495.0,12.0
100270,28.0,10.0,18.0
100273,18.0,-10.0,28.0
100274,35.0,35.0,0.0
100275,34.0,27.0,7.0
100277,509.0,520.0,-11.0
100278,46.0,35.0,11.0
100280,25.0,4.0,21.0
100281,22.0,15.0,7.0
100286,42.0,17.0,25.0
100292,62.0,40.0,22.0
100294,32.0,42.0,-10.0
100302,66.0,51.0,15.0
100303,7.0,-25.0,32.0
100304,44.0,5.0,39.0
100308,9.0,67.0,-58.0
100309,4.0,40.0,-36.0
100319,39.0,24.0,15.0
100325,2.0,-19.0,21.0
100331,1.0,-2.0,3.0
100339,47.0,39.0,8.0
100340,26.0,26.0,0.0
100347,164.0,157.0,7.0
100351,60.0,66.0,-6.0
100356,8.0,1.0,7.0
100357,5.0,5.0,0.0
100358,5.0,-3.0,8.0
100359,57.0,57.0,0.0
100360,72.0,58.0,14.0
100364,22.0,24.0,-2.0
100369,5.0,2.0,3.0
100371,48.0,18.0,30.0
100372,31.0,38.0,-7.0
100373,8.0,-4.0,12.0
100377,61.0,60.0,1.0
100378,52.0,50.0,2.0
100380,263.0,260.0,3.0
100382,30.0,18.0,12.0
100406,9.0,1.0,8.0
100408,31.0,16.0,15.0
100411,10.0,-15.0,25.0
100413,1.0,10.0,-9.0
100414,3.0,-9.0,12.0
100416,89.0,76.0,13.0
100417,4.0,-3.0,7.0
100419,47.0,44.0,3.0
100420,12.0,-18.0,30.0
100423,74.0,77.0,-3.0
100430,9.0,23.0,-14.0
100431,250.0,256.0,-6.0
100432,44.0,28.0,16.0
100435,5.0,9.0,-4.0
100436,201.0,220.0,-19.0
100437,16.0,5.0,11.0
100438,57.0,60.0,-3.0
100442,19.0,17.0,2.0
100443,31.0,27.0,4.0
100450,38.0,28.0,10.0
100451,5.0,-9.0,14.0
100452,147.0,137.0,10.0
100454,32.0,55.0,-23.0
100457,81.0,71.0,10.0
100458,13.0,1.0,12.0
100459,1.0,-18.0,19.0
100463,7.0,0.0,7.0
100466,245.0,238.0,7.0
100468,87.0,84.0,3.0
100469,74.0,58.0,16.0
100470,88.0,93.0,-5.0
100472,10.0,23.0,-13.0
100474,62.0,75.0,-13.0
100476,110.0,94.0,16.0
100478,71.0,54.0,17.0
100479,93.0,87.0,6.0
100481,8.0,-7.0,15.0
100486,335.0,303.0,32.0
100491,25.0,2.0,23.0
100494,107.0,115.0,-8.0
100496,120.0,123.0,-3.0
100497,218.0,200.0,18.0
100498,200.0,196.0,4.0
100499,9.0,-3.0,12.0
100500,1.0,-8.0,9.0
100502,267.0,255.0,12.0
100503,290.0,268.0,22.0
100506,227.0,229.0,-2.0
100510,165.0,148.0,17.0
100511,10.0,14.0,-4.0
100512,88.0,82.0,6.0
100513,92.0,76.0,16.0
100514,3.0,-8.0,11.0
100515,111.0,86.0,25.0
100516,76.0,55.0,21.0
100520,78.0,70.0,8.0
100523,39.0,37.0,2.0
100530,7.0,5.0,2.0
100531,96.0,100.0,-4.0
100537,5.0,-12.0,17.0
100539,35.0,24.0,11.0
100544,13.0,-9.0,22.0
100548,36.0,26.0,10.0
100550,16.0,20.0,-4.0
100553,3.0,14.0,-11.0
100556,32.0,19.0,13.0
100557,11.0,6.0,5.0
100562,4.0,7.0,-3.0
100564,36.0,30.0,6.0
100566,8.0,12.0,-4.0
100569,73.0,64.0,9.0
100576,38.0,49.0,-11.0
100579,5.0,-5.0,10.0
100582,35.0,34.0,1.0
100589,9.0,-1.0,10.0
100591,30.0,14.0,16.0
100595,31.0,19.0,12.0
100596,42.0,18.0,24.0
100598,28.0,8.0,20.0
100600,3.0,-16.0,19.0
100601,13.0,-11.0,24.0
100602,7.0,-13.0,20.0
100603,15.0,-10.0,25.0
100606,7.0,-25.0,32.0
100609,10.0,-17.0,27.0
100611,10.0,-9.0,19.0
100612,16.0,-13.0,29.0
100616,10.0,9.0,1.0
100620,6.0,-11.0,17.0
100622,23.0,17.0,6.0
100624,2.0,-2.0,4.0
100627,15.0,1.0,14.0
100636,6.0,5.0,1.0
100640,60.0,42.0,18.0
100641,30.0,11.0,19.0
100646,8.0,-12.0,20.0
100647,4.0,7.0,-3.0
100649,82.0,75.0,7.0
100650,3.0,0.0,3.0
100651,36.0,3.0,33.0
100652,22.0,8.0,14.0
100654,34.0,29.0,5.0
100656,68.0,51.0,17.0
100657,155.0,131.0,24.0
100658,17.0,-6.0,23.0
100660,37.0,29.0,8.0
100661,18.0,24.0,-6.0
100662,47.0,60.0,-13.0
100664,7.0,6.0,1.0
100665,36.0,24.0,12.0
100667,69.0,69.0,0.0
100669,41.0,100.0,-59.0
100674,138.0,139.0,-1.0
100675,67.0,67.0,0.0
100679,38.0,59.0,-21.0
100680,27.0,59.0,-32.0
100683,16.0,5.0,11.0
100684,7.0,22.0,-15.0
100685,49.0,48.0,1.0
100688,50.0,68.0,-18.0
100689,2.0,-3.0,5.0
100690,2.0,-8.0,10.0
100692,4.0,2.0,2.0
100696,70.0,82.0,-12.0
100697,11.0,1.0,10.0
100698,8.0,-14.0,22.0
100699,25.0,20.0,5.0
100705,242.0,197.0,45.0
100709,26.0,32.0,-6.0
100714,171.0,140.0,31.0
100715,151.0,134.0,17.0
100718,151.0,135.0,16.0
100719,130.0,125.0,5.0
100721,23.0,15.0,8.0
100723,28.0,25.0,3.0
100724,19.0,24.0,-5.0
100725,19.0,29.0,-10.0
100726,35.0,29.0,6.0
100727,33.0,17.0,16.0
100728,31.0,17.0,14.0
100729,102.0,117.0,-15.0
100732,90.0,77.0,13.0
100734,56.0,127.0,-71.0
100736,14.0,-2.0,16.0
100739,3.0,72.0,-69.0
100740,22.0,61.0,-39.0
100742,279.0,285.0,-6.0
100744,253.0,244.0,9.0
100746,38.0,48.0,-10.0
100747,86.0,65.0,21.0
100751,111.0,107.0,4.0
100753,65.0,65.0,0.0
100754,33.0,58.0,-25.0
100766,6.0,32.0,-26.0
100785,37.0,34.0,3.0
100795,2.0,9.0,-7.0
100796,10.0,10.0,0.0
100803,14.0,6.0,8.0
100814,26.0,18.0,8.0
100841,3.0,-7.0,10.0
100843,13.0,-8.0,21.0
100852,33.0,51.0,-18.0
100853,620.0,621.0,-1.0
100854,347.0,358.0,-11.0
100855,55.0,81.0,-26.0
100856,62.0,96.0,-34.0
100857,49.0,27.0,22.0
100858,256.0,285.0,-29.0
100860,98.0,113.0,-15.0
100861,59.0,75.0,-16.0
100863,93.0,154.0,-61.0
100865,82.0,64.0,18.0
100868,169.0,193.0,-24.0
100869,78.0,69.0,9.0
100873,31.0,39.0,-8.0
100874,4.0,-3.0,7.0
100876,101.0,102.0,-1.0
100880,146.0,150.0,-4.0
100881,26.0,20.0,6.0
100883,265.0,284.0,-19.0
100884,228.0,265.0,-37.0
100885,45.0,25.0,20.0
100886,2.0,3.0,-1.0
100888,9.0,11.0,-2.0
100889,2.0,5.0,-3.0
100891,87.0,89.0,-2.0
100892,112.0,101.0,11.0
100895,22.0,13.0,9.0
100897,15.0,2.0,13.0
100898,4.0,-2.0,6.0
100900,2.0,9.0,-7.0
100903,3.0,-4.0,7.0
100904,9.0,-9.0,18.0
100907,7.0,0.0,7.0
100910,6.0,-1.0,7.0
100913,178.0,156.0,22.0
100914,2.0,-33.0,35.0
100915,23.0,-3.0,26.0
100916,196.0,210.0,-14.0
100917,99.0,139.0,-40.0
100918,14.0,19.0,-5.0
100919,148.0,126.0,22.0
100920,122.0,104.0,18.0
100921,2.0,7.0,-5.0
100925,177.0,181.0,-4.0
100926,1.0,6.0,-5.0
100927,140.0,117.0,23.0
100928,163.0,163.0,0.0
100929,1.0,10.0,-9.0
100936,2.0,-5.0,7.0
100938,36.0,28.0,8.0
100939,20.0,-18.0,38.0
100941,22.0,5.0,17.0
100944,14.0,-8.0,22.0
100945,9.0,1.0,8.0
100946,10.0,-4.0,14.0
100950,9.0,-2.0,11.0
100954,4.0,2.0,2.0
100955,3.0,1.0,2.0
100957,4.0,4.0,0.0
100959,39.0,4.0,35.0
100961,2.0,1.0,1.0
100963,6.0,-7.0,13.0
100965,15.0,2.0,13.0
100966,20.0,45.0,-25.0
100968,11.0,-11.0,22.0
100971,17.0,1.0,16.0
100972,5.0,1.0,4.0
100974,4.0,8.0,-4.0
100975,50.0,37.0,13.0
100981,42.0,44.0,-2.0
100982,15.0,20.0,-5.0
100992,4.0,4.0,0.0
100994,4.0,-3.0,7.0
100998,1.0,-8.0,9.0
101003,8.0,9.0,-1.0
101013,101.0,62.0,39.0
101014,7.0,21.0,-14.0
101017,28.0,18.0,10.0
101020,46.0,35.0,11.0
101023,21.0,16.0,5.0
101025,23.0,15.0,8.0
101026,3.0,-4.0,7.0
101034,20.0,20.0,0.0
101036,7.0,4.0,3.0
101041,80.0,79.0,1.0
101042,4.0,-3.0,7.0
101047,1.0,-5.0,6.0
101049,20.0,1.0,19.0
101056,3.0,-5.0,8.0
101060,6.0,-8.0,14.0
101073,3.0,-24.0,27.0
101074,12.0,13.0,-1.0
101080,1.0,13.0,-12.0
101081,17.0,3.0,14.0
101086,112.0,122.0,-10.0
101089,10.0,7.0,3.0
101090,6.0,-11.0,17.0
101095,6.0,-1.0,7.0
101102,15.0,15.0,0.0
101110,1.0,5.0,-4.0
101114,8.0,-8.0,16.0
101115,3.0,-2.0,5.0
101122,24.0,11.0,13.0
101124,11.0,-11.0,22.0
101125,41.0,42.0,-1.0
101126,51.0,39.0,12.0
101129,34.0,10.0,24.0
101134,9.0,24.0,-15.0
101136,1.0,-7.0,8.0
101140,60.0,50.0,10.0
101145,7.0,1.0,6.0
101153,30.0,42.0,-12.0
101159,71.0,56.0,15.0
101161,30.0,28.0,2.0
101162,38.0,38.0,0.0
101163,200.0,209.0,-9.0
101168,9.0,4.0,5.0
101170,66.0,59.0,7.0
101173,51.0,47.0,4.0
101176,5.0,-4.0,9.0
101178,7.0,-4.0,11.0
101182,8.0,8.0,0.0
101183,1.0,0.0,1.0
101192,36.0,24.0,12.0
101193,80.0,60.0,20.0
101195,7.0,-12.0,19.0
101196,7.0,35.0,-28.0
101203,93.0,84.0,9.0
101206,23.0,14.0,9.0
101207,6.0,-9.0,15.0
101217,16.0,-5.0,21.0
101220,16.0,-8.0,24.0
101227,9.0,2.0,7.0
101232,22.0,30.0,-8.0
101233,18.0,27.0,-9.0
101260,6.0,-2.0,8.0
101261,6.0,-2.0,8.0
101266,59.0,67.0,-8.0
101269,2.0,-8.0,10.0
101274,7.0,13.0,-6.0
101279,30.0,24.0,6.0
101280,26.0,13.0,13.0
101282,4.0,25.0,-21.0
101287,8.0,25.0,-17.0
101293,11.0,-2.0,13.0
101294,2.0,-4.0,6.0
101298,70.0,55.0,15.0
101300,39.0,10.0,29.0
101303,4.0,-2.0,6.0
101304,9.0,12.0,-3.0
101306,225.0,224.0,1.0
101312,348.0,312.0,36.0
101317,116.0,93.0,23.0
101321,8.0,11.0,-3.0
101325,29.0,40.0,-11.0
101326,21.0,13.0,8.0
101333,42.0,10.0,32.0
101343,65.0,40.0,25.0
101344,22.0,10.0,12.0
101345,53.0,37.0,16.0
101346,10.0,-2.0,12.0
101350,8.0,-8.0,16.0
101354,250.0,239.0,11.0
101355,20.0,20.0,0.0
101361,7.0,-3.0,10.0
101363,34.0,43.0,-9.0
101365,37.0,24.0,13.0
101367,11.0,-1.0,12.0
101368,55.0,49.0,6.0
101369,6.0,-10.0,16.0
101371,4.0,-19.0,23.0
101373,2.0,0.0,2.0
101375,31.0,12.0,19.0
101377,23.0,6.0,17.0
101378,39.0,22.0,17.0
101379,13.0,13.0,0.0
101384,18.0,13.0,5.0
101387,3.0,-21.0,24.0
101390,58.0,23.0,35.0
101391,22.0,5.0,17.0
101392,19.0,32.0,-13.0
101393,27.0,21.0,6.0
101399,16.0,1.0,15.0
101402,4.0,-17.0,21.0
101406,5.0,-11.0,16.0
101407,1.0,-5.0,6.0
101410,9.0,-16.0,25.0
101412,87.0,65.0,22.0
101413,5.0,-20.0,25.0
101414,9.0,-3.0,12.0
101421,5.0,-7.0,12.0
101422,6.0,-7.0,13.0
101423,5.0,-3.0,8.0
101426,18.0,2.0,16.0
101436,34.0,27.0,7.0
101438,8.0,10.0,-2.0
101439,6.0,-15.0,21.0
101440,13.0,-6.0,19.0
101442,18.0,27.0,-9.0
101443,78.0,63.0,15.0
101451,5.0,-5.0,10.0
101454,5.0,-6.0,11.0
101457,161.0,146.0,15.0
101459,34.0,29.0,5.0
101461,56.0,32.0,24.0
101462,16.0,17.0,-1.0
101465,4.0,4.0,0.0
101478,4.0,-12.0,16.0
101488,9.0,14.0,-5.0
101489,3.0,0.0,3.0
101494,2.0,-7.0,9.0
101495,4.0,-23.0,27.0
101499,66.0,68.0,-2.0
101503,1.0,-12.0,13.0
101510,1.0,-9.0,10.0
101511,36.0,28.0,8.0
101523,17.0,16.0,1.0
101524,18.0,16.0,2.0
101525,14.0,22.0,-8.0
101526,1.0,9.0,-8.0
101527,3.0,22.0,-19.0
101543,76.0,72.0,4.0
101545,2.0,46.0,-44.0
101547,1.0,4.0,-3.0
101548,22.0,72.0,-50.0
101554,1.0,-16.0,17.0
101557,12.0,6.0,6.0
101564,3.0,2.0,1.0
101566,159.0,161.0,-2.0
101570,317.0,292.0,25.0
101571,8.0,11.0,-3.0
101572,5.0,-6.0,11.0
101575,16.0,-6.0,22.0
101577,3.0,-2.0,5.0
101578,174.0,154.0,20.0
101580,32.0,13.0,19.0
101586,261.0,292.0,-31.0
101588,3.0,-5.0,8.0
101589,17.0,1.0,16.0
101592,16.0,-6.0,22.0
101595,318.0,356.0,-38.0
101596,456.0,461.0,-5.0
101599,3.0,-1.0,4.0
101604,8.0,-9.0,17.0
101609,8.0,-2.0,10.0
101610,6.0,17.0,-11.0
101613,4.0,16.0,-12.0
101617,46.0,33.0,13.0
101618,35.0,18.0,17.0
101619,80.0,59.0,21.0
101622,5.0,-3.0,8.0
101623,20.0,33.0,-13.0
101640,69.0,82.0,-13.0
101644,42.0,46.0,-4.0
101647,12.0,-23.0,35.0
101649,3.0,-11.0,14.0
101650,36.0,55.0,-19.0
101651,37.0,34.0,3.0
101654,14.0,36.0,-22.0
101657,38.0,62.0,-24.0
101669,77.0,55.0,22.0
101670,52.0,33.0,19.0
101676,95.0,83.0,12.0
101677,126.0,116.0,10.0
101678,2.0,-2.0,4.0
101680,8.0,6.0,2.0
101682,3.0,15.0,-12.0
101703,31.0,11.0,20.0
101730,3.0,14.0,-11.0
101745,8.0,16.0,-8.0
101746,21.0,13.0,8.0
101747,22.0,32.0,-10.0
101752,1.0,-1.0,2.0
101768,7.0,-15.0,22.0
101773,2.0,-7.0,9.0
101776,6.0,2.0,4.0
101777,31.0,31.0,0.0
101781,18.0,24.0,-6.0
101788,11.0,-5.0,16.0
101790,5.0,0.0,5.0
101791,14.0,14.0,0.0
101807,13.0,13.0,0.0
101808,5.0,-11.0,16.0
101810,1.0,-2.0,3.0
101815,103.0,102.0,1.0
101816,43.0,29.0,14.0
101820,1.0,-15.0,16.0
101835,1.0,-13.0,14.0
101839,16.0,12.0,4.0
101844,22.0,-26.0,48.0
101850,2.0,-16.0,18.0
101851,14.0,18.0,-4.0
101852,68.0,34.0,34.0
101856,2.0,-4.0,6.0
101859,9.0,-2.0,11.0
101861,1.0,-12.0,13.0
101867,7.0,0.0,7.0
101892,159.0,159.0,0.0
101893,146.0,138.0,8.0
101894,26.0,15.0,11.0
101896,40.0,22.0,18.0
101897,13.0,-5.0,18.0
101899,13.0,35.0,-22.0
101904,4.0,-5.0,9.0
101910,71.0,68.0,3.0
101918,7.0,-24.0,31.0
101920,234.0,228.0,6.0
101921,59.0,40.0,19.0
101923,2.0,40.0,-38.0
101924,47.0,22.0,25.0
101937,8.0,10.0,-2.0
101941,14.0,4.0,10.0
101952,21.0,14.0,7.0
101953,104.0,94.0,10.0
101956,24.0,33.0,-9.0
101957,2.0,16.0,-14.0
101962,17.0,-1.0,18.0
101970,29.0,1.0,28.0
101976,51.0,39.0,12.0
101996,2.0,-8.0,10.0
102004,4.0,7.0,-3.0
102009,2.0,-15.0,17.0
102013,73.0,74.0,-1.0
102019,66.0,59.0,7.0
102021,22.0,16.0,6.0
102030,6.0,-4.0,10.0
102033,95.0,113.0,-18.0
102036,2.0,-16.0,18.0
102041,120.0,108.0,12.0
102045,28.0,31.0,-3.0
102046,28.0,20.0,8.0
102049,5.0,-7.0,12.0
102052,8.0,-2.0,10.0
102054,12.0,6.0,6.0
102060,7.0,-5.0,12.0
102072,116.0,175.0,-59.0
102080,5.0,-9.0,14.0
102083,129.0,123.0,6.0
102091,1.0,-15.0,16.0
102093,3.0,-19.0,22.0
102100,2.0,-9.0,11.0
102106,85.0,70.0,15.0
102107,54.0,23.0,31.0
102111,3.0,-8.0,11.0
102112,43.0,65.0,-22.0
102115,16.0,13.0,3.0
102116,5.0,20.0,-15.0
102126,24.0,25.0,-1.0
102129,3.0,-9.0,12.0
102130,4.0,-8.0,12.0
102134,72.0,79.0,-7.0
102135,91.0,76.0,15.0
102142,8.0,5.0,3.0
102143,208.0,207.0,1.0
102145,1.0,-10.0,11.0
102146,25.0,13.0,12.0
102151,163.0,178.0,-15.0
102152,18.0,34.0,-16.0
102164,7.0,3.0,4.0
102169,15.0,53.0,-38.0
102173,31.0,27.0,4.0
102179,4.0,23.0,-19.0
102186,22.0,7.0,15.0
102192,121.0,133.0,-12.0
102193,153.0,169.0,-16.0
102196,142.0,121.0,21.0
102197,155.0,203.0,-48.0
102199,540.0,550.0,-10.0
102200,166.0,168.0,-2.0
102201,41.0,23.0,18.0
102202,128.0,145.0,-17.0
102204,20.0,24.0,-4.0
102205,162.0,161.0,1.0
102206,2.0,-13.0,15.0
102211,205.0,206.0,-1.0
102212,4.0,8.0,-4.0
102214,19.0,2.0,17.0
102215,52.0,43.0,9.0
102217,23.0,16.0,7.0
102220,178.0,166.0,12.0
102222,37.0,34.0,3.0
102224,18.0,-5.0,23.0
102225,53.0,71.0,-18.0
102227,50.0,142.0,-92.0
102228,105.0,107.0,-2.0
102236,88.0,71.0,17.0
102237,333.0,294.0,39.0
102241,4.0,-8.0,12.0
102242,31.0,31.0,0.0
102247,3.0,-11.0,14.0
102255,1.0,-15.0,16.0
102258,1.0,-9.0,10.0
102263,5.0,-8.0,13.0
102265,7.0,-11.0,18.0
102272,2.0,-6.0,8.0
102275,7.0,-4.0,11.0
102278,1.0,-7.0,8.0
102279,2.0,-14.0,16.0
102285,5.0,-9.0,14.0
102289,1.0,3.0,-2.0
102292,17.0,-1.0,18.0
102294,10.0,-1.0,11.0
102298,8.0,-4.0,12.0
102303,6.0,-22.0,28.0
102306,170.0,191.0,-21.0
102307,7.0,-3.0,10.0
102310,7.0,4.0,3.0
102316,3.0,20.0,-17.0
102323,8.0,23.0,-15.0
102334,25.0,15.0,10.0
102337,6.0,-13.0,19.0
102348,13.0,18.0,-5.0
102353,62.0,38.0,24.0
102360,75.0,56.0,19.0
102362,96.0,79.0,17.0
102363,3.0,5.0,-2.0
102364,8.0,1.0,7.0
102365,5.0,-11.0,16.0
102366,23.0,9.0,14.0
102369,4.0,-5.0,9.0
102371,3.0,-11.0,14.0
102372,21.0,21.0,0.0
102373,9.0,-7.0,16.0
102378,1.0,-12.0,13.0
102380,64.0,54.0,10.0
102386,6.0,-13.0,19.0
102387,4.0,-33.0,37.0
102388,6.0,-23.0,29.0
102389,6.0,13.0,-7.0
102390,9.0,5.0,4.0
102391,33.0,23.0,10.0
102394,1.0,-23.0,24.0
102397,100.0,92.0,8.0
102398,131.0,121.0,10.0
102399,5.0,-1.0,6.0
102405,110.0,96.0,14.0
102407,6.0,10.0,-4.0
102408,20.0,1.0,19.0
102414,89.0,69.0,20.0
102419,30.0,28.0,2.0
102436,45.0,56.0,-11.0
102437,33.0,47.0,-14.0
102440,46.0,37.0,9.0
102442,5.0,8.0,-3.0
102446,113.0,105.0,8.0
102447,116.0,120.0,-4.0
102451,32.0,22.0,10.0
102452,47.0,60.0,-13.0
102460,13.0,-2.0,15.0
102466,2.0,-8.0,10.0
102468,22.0,-6.0,28.0
102474,11.0,-1.0,12.0
102476,26.0,8.0,18.0
102478,43.0,130.0,-87.0
102479,60.0,54.0,6.0
102481,17.0,3.0,14.0
102482,20.0,11.0,9.0
102484,19.0,15.0,4.0
102490,37.0,32.0,5.0
102492,24.0,24.0,0.0
102495,4.0,42.0,-38.0
102496,15.0,36.0,-21.0
102498,66.0,68.0,-2.0
102502,3.0,-8.0,11.0
102504,89.0,102.0,-13.0
102511,6.0,4.0,2.0
102515,17.0,5.0,12.0
102516,71.0,143.0,-72.0
102534,25.0,-4.0,29.0
102539,11.0,20.0,-9.0
102540,26.0,16.0,10.0
102541,6.0,-25.0,31.0
102548,19.0,14.0,5.0
102549,29.0,6.0,23.0
102550,33.0,48.0,-15.0
102552,1.0,-29.0,30.0
102554,13.0,1.0,12.0
102565,1.0,-4.0,5.0
102568,24.0,16.0,8.0
102569,8.0,-5.0,13.0
102570,171.0,132.0,39.0
102571,1.0,-5.0,6.0
102572,21.0,26.0,-5.0
102573,14.0,19.0,-5.0
102575,7.0,32.0,-25.0
102577,14.0,15.0,-1.0
102578,35.0,59.0,-24.0
102582,63.0,57.0,6.0
102583,62.0,64.0,-2.0
102587,12.0,3.0,9.0
102588,42.0,46.0,-4.0
102590,39.0,32.0,7.0
102596,81.0,73.0,8.0
102597,85.0,68.0,17.0
102598,9.0,-3.0,12.0
102604,34.0,32.0,2.0
102608,17.0,-11.0,28.0
102609,29.0,3.0,26.0
102610,26.0,8.0,18.0
102611,19.0,22.0,-3.0
102614,4.0,-15.0,19.0
102615,92.0,108.0,-16.0
102616,168.0,185.0,-17.0
102618,16.0,-2.0,18.0
102619,194.0,166.0,28.0
102620,2.0,-18.0,20.0
102623,5.0,1.0,4.0
102627,62.0,62.0,0.0
102628,117.0,98.0,19.0
102629,92.0,73.0,19.0
102635,133.0,105.0,28.0
102636,94.0,89.0,5.0
102637,61.0,42.0,19.0
102639,1.0,-7.0,8.0
102640,57.0,50.0,7.0
102641,42.0,9.0,33.0
102642,47.0,20.0,27.0
102644,8.0,-3.0,11.0
102645,250.0,234.0,16.0
102648,32.0,24.0,8.0
102649,87.0,76.0,11.0
102651,14.0,12.0,2.0
102652,10.0,-3.0,13.0
102653,44.0,49.0,-5.0
102654,40.0,40.0,0.0
102655,13.0,12.0,1.0
102656,1.0,-22.0,23.0
102662,81.0,88.0,-7.0
102665,62.0,62.0,0.0
102667,5.0,-1.0,6.0
102670,259.0,282.0,-23.0
102672,241.0,209.0,32.0
102673,116.0,110.0,6.0
102674,96.0,95.0,1.0
102675,77.0,74.0,3.0
102679,66.0,61.0,5.0
102680,3.0,5.0,-2.0
102681,20.0,29.0,-9.0
102685,11.0,-7.0,18.0
102687,183.0,139.0,44.0
102688,2.0,-10.0,12.0
102689,29.0,24.0,5.0
102698,9.0,-6.0,15.0
102701,38.0,47.0,-9.0
102703,58.0,49.0,9.0
102709,11.0,-8.0,19.0
102710,72.0,41.0,31.0
102711,15.0,14.0,1.0
102712,22.0,18.0,4.0
102713,6.0,-2.0,8.0
102714,3.0,-8.0,11.0
102715,30.0,16.0,14.0
102717,31.0,26.0,5.0
102718,4.0,0.0,4.0
102719,2.0,-11.0,13.0
102720,13.0,1.0,12.0
102721,3.0,-15.0,18.0
102722,1.0,-5.0,6.0
102723,13.0,-5.0,18.0
102725,24.0,21.0,3.0
102727,31.0,39.0,-8.0
102729,13.0,11.0,2.0
102732,5.0,0.0,5.0
102733,32.0,24.0,8.0
102735,1.0,-14.0,15.0
102736,1.0,-17.0,18.0
102738,20.0,14.0,6.0
102739,9.0,13.0,-4.0
102740,7.0,6.0,1.0
102742,1.0,24.0,-23.0
