,crs_dep_time,taxi_out,crs_arr_time,taxi_in
68053,1745,15.0,2033,6.0
68054,1030,10.0,1144,7.0
68055,915,10.0,1019,4.0
68056,1100,7.0,1217,8.0
68057,600,11.0,823,6.0
68058,905,26.0,1136,5.0
68059,1420,12.0,1604,8.0
68060,1050,13.0,1302,13.0
68061,1314,22.0,1450,14.0
68062,1800,22.0,2046,5.0
68063,1255,8.0,1622,42.0
68064,830,31.0,1000,14.0
68065,1142,8.0,1329,4.0
68066,1625,11.0,1803,4.0
68067,1900,9.0,2154,5.0
68068,900,24.0,1053,6.0
68069,1415,14.0,1622,8.0
68070,1905,31.0,2052,4.0
68071,1537,12.0,1716,6.0
68072,1245,17.0,1405,3.0
68073,900,12.0,1105,4.0
68074,1430,14.0,1729,6.0
68075,901,19.0,1303,11.0
68076,1200,35.0,1502,11.0
68077,1955,19.0,2140,5.0
68078,1500,16.0,1717,3.0
68079,1835,31.0,2348,6.0
68080,1930,13.0,2041,4.0
68081,1630,12.0,2257,5.0
68082,1215,20.0,2040,7.0
68083,930,15.0,1256,9.0
68084,730,22.0,1036,12.0
68085,830,24.0,1108,6.0
68086,1625,14.0,2044,6.0
68087,1030,22.0,1148,5.0
68088,935,17.0,1431,6.0
68089,904,25.0,1120,9.0
68090,830,13.0,1609,6.0
68091,2000,22.0,2258,3.0
68092,1037,9.0,1222,22.0
68093,1029,11.0,1220,17.0
68094,1208,18.0,1404,5.0
68095,2352,12.0,550,9.0
68096,1925,10.0,2322,7.0
68097,1705,13.0,1912,4.0
68098,1353,15.0,1516,3.0
68099,1602,13.0,1746,14.0
68100,1245,32.0,1345,6.0
68101,1430,20.0,1543,14.0
68102,1026,11.0,1510,16.0
68103,2009,11.0,2214,7.0
68104,513,41.0,1039,5.0
68105,1438,8.0,1820,8.0
68106,1055,14.0,1243,11.0
68107,710,12.0,929,12.0
68108,1436,12.0,1719,3.0
68109,1900,14.0,2115,13.0
68110,1947,13.0,2330,5.0
68111,919,17.0,1109,3.0
68112,1155,45.0,1419,17.0
68113,2137,24.0,2357,5.0
68114,1748,16.0,1845,7.0
68115,1046,27.0,1206,6.0
68116,1253,9.0,1746,17.0
68117,1224,19.0,1443,4.0
68118,1530,14.0,2125,6.0
68119,1911,12.0,2357,4.0
68120,1244,11.0,1534,14.0
68121,1433,13.0,1824,3.0
68122,2001,14.0,2250,4.0
68123,1214,17.0,1344,17.0
68124,1350,13.0,1529,4.0
68125,2011,16.0,2321,6.0
68126,40,11.0,651,12.0
68127,1736,16.0,1916,6.0
68128,1629,9.0,1929,4.0
68129,2047,14.0,17,5.0
68130,1300,10.0,1423,7.0
68131,1115,11.0,1359,3.0
68132,1902,9.0,2110,4.0
68133,1627,18.0,1822,7.0
68134,1330,14.0,1635,7.0
68135,1043,14.0,1147,6.0
68136,800,12.0,1024,3.0
68137,1706,24.0,1851,5.0
68138,1926,13.0,2106,6.0
68139,2000,15.0,2229,4.0
68140,1100,15.0,1357,3.0
68141,1442,9.0,1758,8.0
68142,1727,13.0,2000,4.0
68143,1850,19.0,2158,4.0
68144,1208,15.0,1453,5.0
68145,2115,13.0,32,4.0
68146,2152,13.0,555,10.0
68147,1640,15.0,1942,5.0
68148,935,10.0,1203,5.0
68149,1122,22.0,1552,5.0
68150,1524,13.0,1659,3.0
68151,1224,12.0,1343,10.0
68152,2157,12.0,559,6.0
68153,807,12.0,1100,3.0
68154,1120,15.0,1301,8.0
68155,705,36.0,942,14.0
68156,1243,22.0,1700,5.0
68157,920,17.0,1210,5.0
68158,1630,17.0,1825,6.0
68159,1915,12.0,2117,17.0
68160,1145,17.0,1337,6.0
68161,1525,12.0,1744,16.0
68162,1239,15.0,1425,8.0
68163,1611,15.0,2102,6.0
68164,1051,31.0,1216,6.0
68165,1230,15.0,1534,5.0
68166,1629,11.0,1800,18.0
68167,610,30.0,1141,12.0
68168,1106,26.0,1529,11.0
68169,1200,12.0,1556,5.0
68170,645,14.0,1009,8.0
68171,1806,21.0,1953,12.0
68172,1938,16.0,2149,6.0
68173,1120,14.0,1233,4.0
68174,1419,10.0,1704,2.0
68175,729,14.0,1025,17.0
68176,1315,21.0,1638,4.0
68177,1205,9.0,1441,12.0
68178,921,23.0,1108,7.0
68179,1208,19.0,1351,25.0
68180,552,35.0,925,2.0
68181,700,50.0,811,3.0
68182,936,10.0,1045,4.0
68183,2010,15.0,2159,4.0
68184,1143,24.0,1256,7.0
68185,955,37.0,1108,3.0
68186,1417,43.0,1527,5.0
68187,1245,31.0,1352,11.0
68188,700,25.0,819,13.0
68189,623,9.0,817,9.0
68190,1353,10.0,1502,5.0
68191,1540,8.0,1708,6.0
68192,2225,19.0,2335,4.0
68193,1724,10.0,1927,4.0
68194,1525,35.0,1654,5.0
68195,1729,20.0,1901,9.0
68196,1120,21.0,1411,7.0
68197,1448,14.0,1710,7.0
68198,1420,14.0,1648,4.0
68199,2035,68.0,2207,3.0
68200,930,13.0,1125,7.0
68201,710,11.0,851,4.0
68202,2025,50.0,2346,5.0
68203,945,42.0,1050,4.0
68204,2025,33.0,2351,3.0
68205,1947,46.0,2155,3.0
68206,703,10.0,919,4.0
68207,1759,20.0,1944,8.0
68208,610,33.0,1147,3.0
68209,700,9.0,853,10.0
68210,2125,13.0,2230,4.0
68211,1925,12.0,2239,6.0
68212,2020,64.0,2349,5.0
68213,600,19.0,910,16.0
68214,858,14.0,1351,6.0
68215,600,17.0,732,6.0
68216,1949,14.0,2003,7.0
68217,955,22.0,1127,5.0
68218,1225,8.0,1915,9.0
68219,1959,38.0,2200,7.0
68220,830,31.0,1658,12.0
68221,948,13.0,1139,5.0
68222,1224,12.0,1419,6.0
68223,1345,13.0,1421,5.0
68224,1505,8.0,1732,4.0
68225,2022,16.0,2213,18.0
68226,1919,22.0,2113,4.0
68227,1245,23.0,1400,7.0
68228,1439,12.0,1602,6.0
68229,700,21.0,1436,6.0
68230,725,14.0,902,17.0
68231,710,14.0,909,8.0
68232,820,18.0,947,4.0
68233,1045,7.0,1350,3.0
68234,1517,14.0,1735,12.0
68235,730,34.0,1514,5.0
68236,1340,13.0,1451,3.0
68237,1530,10.0,1655,4.0
68238,2236,9.0,32,6.0
68239,903,58.0,1029,4.0
68240,1024,9.0,1059,2.0
68241,1600,16.0,1818,9.0
68242,745,21.0,1017,9.0
68243,1052,21.0,1300,12.0
68244,2340,11.0,728,7.0
68245,651,10.0,1004,5.0
68246,1040,23.0,1330,4.0
68247,1839,15.0,2020,23.0
68248,1912,11.0,2155,3.0
68249,1842,18.0,2142,11.0
68250,2221,19.0,122,3.0
68251,1930,30.0,2238,5.0
68252,1548,17.0,1844,4.0
68253,524,19.0,728,6.0
68254,813,9.0,959,9.0
68255,2054,12.0,2327,7.0
68256,1720,19.0,1955,20.0
68257,750,11.0,923,5.0
68258,1029,9.0,1338,2.0
68259,700,20.0,944,5.0
68260,1010,21.0,1504,6.0
68261,1551,12.0,1858,14.0
68262,2055,12.0,2328,9.0
68263,2135,29.0,47,4.0
68264,550,12.0,955,5.0
68265,2130,16.0,21,6.0
68266,1503,12.0,1800,7.0
68267,707,19.0,820,5.0
68268,1236,10.0,1521,34.0
68269,1106,11.0,1202,4.0
68270,1654,15.0,1938,5.0
68271,1521,13.0,1616,2.0
68272,800,24.0,855,12.0
68273,2015,13.0,2125,3.0
68274,1507,33.0,1644,5.0
68275,1300,39.0,1433,7.0
68276,1016,8.0,1302,4.0
68277,841,26.0,937,4.0
68278,1456,14.0,1623,5.0
68279,1649,17.0,1824,8.0
68280,500,22.0,620,5.0
68281,1730,9.0,1818,3.0
68282,1843,7.0,1940,14.0
68283,1505,9.0,1618,4.0
68284,540,67.0,922,3.0
68285,935,25.0,1051,9.0
68286,1859,13.0,2127,2.0
68287,1026,17.0,1030,3.0
68288,1057,13.0,1304,6.0
68289,931,13.0,1110,8.0
68290,1746,48.0,1944,10.0
68291,1345,12.0,1713,36.0
68292,1550,8.0,1741,5.0
68293,1816,9.0,2144,15.0
68294,1214,22.0,1325,4.0
68295,1401,13.0,1658,8.0
68296,740,36.0,1135,4.0
68297,1035,19.0,1243,8.0
68298,945,12.0,1340,5.0
68299,1230,10.0,1438,6.0
68300,1140,14.0,1535,6.0
68301,1435,11.0,1645,13.0
68302,1535,12.0,1924,5.0
68303,2020,15.0,2230,3.0
68304,2000,20.0,2349,5.0
68305,605,15.0,705,3.0
68306,2100,28.0,2231,4.0
68307,2150,19.0,2244,11.0
68308,2310,25.0,3,8.0
68309,2200,15.0,546,27.0
68310,725,18.0,914,4.0
68311,2150,29.0,2325,24.0
68312,805,27.0,1039,6.0
68313,830,51.0,1135,3.0
68314,2320,21.0,500,6.0
68315,1240,13.0,1407,6.0
68316,2120,14.0,2328,4.0
68317,1735,17.0,2205,5.0
68318,1740,11.0,1856,12.0
68319,1245,14.0,2035,20.0
68320,1120,14.0,1230,4.0
68321,1130,31.0,1500,8.0
68322,1555,14.0,1835,5.0
68323,1735,12.0,2030,13.0
68324,800,38.0,1614,4.0
68325,2035,,2200,
68326,545,36.0,742,14.0
68327,1830,12.0,1905,7.0
68328,1530,30.0,1747,6.0
68329,1019,24.0,1255,4.0
68330,1336,12.0,1754,12.0
68331,759,18.0,950,7.0
68332,2132,44.0,2355,8.0
68333,700,12.0,936,4.0
68334,1849,15.0,1918,17.0
68335,745,30.0,907,10.0
68336,1852,72.0,2137,9.0
68337,825,45.0,1111,5.0
68338,1139,12.0,1244,10.0
68339,1900,26.0,2247,5.0
68340,707,8.0,931,21.0
68341,1522,17.0,1549,11.0
68342,1540,13.0,1659,8.0
68343,850,21.0,1024,3.0
68344,1049,13.0,1235,25.0
68345,1435,16.0,1604,3.0
68346,1629,12.0,1801,14.0
68347,1154,20.0,1456,5.0
68348,1527,12.0,1646,16.0
68349,1121,10.0,1137,13.0
68350,840,44.0,1054,3.0
68351,1640,35.0,1735,2.0
68352,1818,9.0,1925,16.0
68353,615,14.0,755,1.0
68354,1145,10.0,1351,13.0
68355,1758,13.0,1929,11.0
68356,1615,21.0,2009,10.0
68357,551,15.0,901,12.0
68358,1508,13.0,1805,8.0
68359,1533,12.0,1657,6.0
68360,1740,8.0,1908,35.0
68361,2257,12.0,45,6.0
68362,740,11.0,930,8.0
68363,1242,14.0,1525,8.0
68364,1515,12.0,1853,7.0
68365,2035,13.0,2303,9.0
68366,1556,50.0,1800,5.0
68367,1900,12.0,2220,8.0
68368,1220,14.0,1453,7.0
68369,2045,15.0,2217,10.0
68370,1756,13.0,1952,24.0
68371,930,14.0,1114,8.0
68372,700,20.0,840,7.0
68373,1211,11.0,1515,7.0
68374,730,13.0,1008,7.0
68375,1027,14.0,1250,6.0
68376,700,9.0,942,8.0
68377,1230,16.0,1454,6.0
68378,1020,10.0,1139,15.0
68379,1842,17.0,1950,3.0
68380,1545,10.0,1750,3.0
68381,1435,15.0,1704,6.0
68382,2012,7.0,2249,9.0
68383,715,11.0,1520,9.0
68384,750,10.0,920,10.0
68385,1705,13.0,2012,4.0
68386,905,27.0,1103,6.0
68387,1149,12.0,1711,12.0
68388,1625,16.0,2053,24.0
68389,850,15.0,1150,6.0
68390,605,32.0,731,6.0
68391,624,14.0,1010,10.0
68392,543,12.0,836,9.0
68393,1246,13.0,1524,8.0
68394,1135,17.0,1206,7.0
68395,1640,9.0,1904,7.0
68396,1505,12.0,1533,15.0
68397,630,16.0,1010,24.0
68398,710,19.0,1050,4.0
68399,1146,12.0,1400,8.0
68400,1945,18.0,2312,12.0
68401,604,,804,
68402,1200,22.0,1448,3.0
68403,1050,23.0,1435,4.0
68404,1526,11.0,1725,8.0
68405,1901,20.0,2035,6.0
68406,1450,16.0,1648,9.0
68407,1932,14.0,2044,6.0
68408,1730,20.0,1839,14.0
68409,1154,19.0,1631,4.0
68410,1740,16.0,2035,19.0
68411,602,16.0,916,7.0
68412,614,20.0,1143,16.0
68413,1601,23.0,1900,13.0
68414,1757,14.0,1949,5.0
68415,933,12.0,1115,4.0
68416,1851,12.0,2210,3.0
68417,1809,15.0,2105,27.0
68418,829,17.0,1119,3.0
68419,1005,10.0,1255,11.0
68420,939,13.0,1206,5.0
68421,602,15.0,854,12.0
68422,1222,14.0,1447,4.0
68423,1405,9.0,1806,9.0
68424,1032,26.0,1320,6.0
68425,920,12.0,1420,4.0
68426,1720,28.0,2051,3.0
68427,545,17.0,853,7.0
68428,900,16.0,1239,16.0
68429,1505,13.0,1621,5.0
68430,1105,22.0,1418,4.0
68431,1201,16.0,2017,15.0
68432,1053,28.0,1351,3.0
68433,2118,13.0,32,3.0
68434,830,11.0,1058,4.0
68435,805,16.0,1636,8.0
68436,1051,34.0,1330,9.0
68437,1640,10.0,1938,12.0
68438,1055,14.0,1412,4.0
68439,1044,13.0,1221,5.0
68440,800,12.0,933,4.0
68441,2032,9.0,2327,7.0
68442,730,12.0,1015,3.0
68443,1400,10.0,1702,4.0
68444,655,10.0,705,2.0
68445,1850,8.0,1855,2.0
68446,1800,7.0,2100,4.0
68447,1020,27.0,1335,4.0
68448,1015,32.0,1540,4.0
68449,1230,17.0,1440,6.0
68450,2015,6.0,2225,7.0
68451,830,19.0,1045,5.0
68452,2015,20.0,2120,6.0
68453,1730,7.0,1835,6.0
68454,1235,9.0,1345,5.0
68455,1235,21.0,1335,3.0
68456,2015,7.0,2110,4.0
68457,830,16.0,930,3.0
68458,1240,8.0,1410,3.0
68459,920,9.0,1055,3.0
68460,2020,6.0,2155,2.0
68461,1620,7.0,1720,4.0
68462,2030,6.0,2130,2.0
68463,900,10.0,1005,3.0
68464,1235,16.0,1335,3.0
68465,930,9.0,945,5.0
68466,1240,14.0,1255,4.0
68467,2020,7.0,2035,4.0
68468,1400,7.0,1745,4.0
68469,1810,9.0,2200,5.0
68470,1030,19.0,1625,4.0
68471,1615,9.0,2200,5.0
68472,1800,6.0,2110,5.0
68473,1255,7.0,1405,3.0
68474,1635,10.0,1745,4.0
68475,550,9.0,705,4.0
68476,1355,10.0,1645,8.0
68477,855,13.0,1040,12.0
68478,1640,7.0,1825,11.0
68479,1055,14.0,1345,4.0
68480,1825,8.0,2045,3.0
68481,1045,8.0,1305,5.0
68482,1320,9.0,1540,4.0
68483,745,7.0,1005,4.0
68484,1230,12.0,1455,3.0
68485,800,7.0,1025,2.0
68486,1100,9.0,1350,6.0
68487,1725,7.0,1955,6.0
68488,950,14.0,1220,4.0
68489,1830,13.0,2025,26.0
68490,1330,11.0,1525,4.0
68491,1150,7.0,1345,26.0
68492,800,8.0,955,4.0
68493,1705,8.0,1910,5.0
68494,1155,12.0,1425,3.0
68495,1745,9.0,1925,4.0
68496,1125,8.0,1305,3.0
68497,1640,9.0,1920,4.0
68498,1110,8.0,1815,7.0
68499,1445,10.0,1925,5.0
68500,1230,14.0,1815,5.0
68501,1755,12.0,2105,3.0
68502,730,11.0,1515,3.0
68503,1433,13.0,1534,8.0
68504,1620,12.0,1909,5.0
68505,1020,20.0,1332,4.0
68506,530,10.0,713,7.0
68507,2047,11.0,2215,5.0
68508,1103,13.0,1157,4.0
68509,1242,12.0,1522,4.0
68510,1745,14.0,2111,5.0
68511,2217,18.0,637,5.0
68512,1543,8.0,1714,9.0
68513,1226,21.0,1343,6.0
68514,614,12.0,807,8.0
68515,2130,13.0,2332,8.0
68516,957,22.0,1718,5.0
68517,1854,17.0,2040,3.0
68518,1440,14.0,1755,10.0
68519,632,18.0,850,8.0
68520,729,13.0,1023,12.0
68521,1123,17.0,1920,9.0
68522,1300,11.0,1440,7.0
68523,1535,26.0,1720,7.0
68524,1110,30.0,1400,6.0
68525,635,16.0,820,7.0
68526,2226,14.0,627,5.0
68527,1114,10.0,1306,3.0
68528,1347,9.0,1540,8.0
68529,1430,12.0,2230,8.0
68530,1010,11.0,1312,3.0
68531,730,13.0,1321,8.0
68532,2000,8.0,2337,3.0
68533,1245,12.0,1539,4.0
68534,954,30.0,1615,3.0
68535,1700,44.0,1902,10.0
68536,905,13.0,1302,4.0
68537,700,14.0,834,4.0
68538,800,14.0,1611,7.0
68539,2145,19.0,2311,5.0
68540,1950,18.0,2201,33.0
68541,745,19.0,1045,4.0
68542,1212,13.0,1421,3.0
68543,1552,17.0,1839,31.0
68544,1631,10.0,2326,11.0
68545,950,39.0,1300,4.0
68546,1738,14.0,2159,5.0
68547,1024,16.0,1526,4.0
68548,2025,25.0,2249,18.0
68549,730,14.0,837,2.0
68550,1355,19.0,1434,8.0
68551,515,14.0,647,10.0
68552,900,44.0,1011,8.0
68553,1139,26.0,1516,3.0
68554,755,19.0,1017,4.0
68555,2137,27.0,2303,6.0
68556,750,31.0,1051,4.0
68557,1333,13.0,1700,6.0
68558,1930,27.0,2217,4.0
68559,803,21.0,1140,3.0
68560,1205,24.0,1428,8.0
68561,914,12.0,1023,14.0
68562,922,7.0,1040,18.0
68563,1424,44.0,1541,9.0
68564,850,18.0,1042,8.0
68565,1132,10.0,1650,8.0
68566,1015,65.0,1659,15.0
68567,910,17.0,1321,7.0
68568,2158,16.0,29,6.0
68569,930,68.0,1130,15.0
68570,745,19.0,940,9.0
68571,1635,11.0,2031,9.0
68572,1400,18.0,1637,34.0
68573,2240,18.0,2333,11.0
68574,2005,24.0,2240,10.0
68575,1513,16.0,1900,6.0
68576,1835,35.0,2129,8.0
68577,1130,13.0,1636,9.0
68578,2155,21.0,2303,4.0
68579,1334,16.0,1702,7.0
68580,1751,26.0,1924,7.0
68581,1255,19.0,1443,6.0
68582,1537,29.0,1914,11.0
68583,615,11.0,1044,11.0
68584,1855,21.0,2023,14.0
68585,1411,28.0,1630,10.0
68586,1955,36.0,2230,13.0
68587,1143,12.0,1350,10.0
68588,904,18.0,1052,5.0
68589,1635,16.0,1907,4.0
68590,1719,16.0,2012,7.0
68591,1522,10.0,1800,11.0
68592,1648,14.0,57,10.0
68593,819,15.0,942,5.0
68594,1515,24.0,1640,1.0
68595,1740,23.0,1851,5.0
68596,608,15.0,953,5.0
68597,2251,10.0,35,3.0
68598,859,14.0,1022,3.0
68599,705,11.0,740,5.0
68600,1555,20.0,1810,10.0
68601,753,17.0,1018,11.0
68602,1106,45.0,1315,7.0
68603,2354,13.0,742,8.0
68604,830,16.0,1139,5.0
68605,1223,16.0,1512,5.0
68606,2130,13.0,2258,8.0
68607,1846,42.0,2130,5.0
68608,1908,46.0,2208,9.0
68609,1930,26.0,2235,4.0
68610,1602,23.0,1855,2.0
68611,650,18.0,852,4.0
68612,950,14.0,1137,6.0
68613,630,11.0,907,4.0
68614,510,17.0,608,6.0
68615,1316,15.0,1502,3.0
68616,1540,24.0,1711,3.0
68617,837,10.0,1009,10.0
68618,730,20.0,1219,3.0
68619,1304,10.0,1614,8.0
68620,2053,16.0,2327,7.0
68621,1245,10.0,1400,15.0
68622,1245,13.0,1403,9.0
68623,2003,23.0,2135,16.0
68624,1252,15.0,1617,5.0
68625,1732,13.0,1822,10.0
68626,1448,33.0,1714,6.0
68627,734,12.0,955,3.0
68628,1740,39.0,2310,4.0
68629,1425,19.0,1626,6.0
68630,1453,16.0,1712,7.0
68631,939,19.0,1009,17.0
68632,1702,11.0,1853,9.0
68633,930,52.0,1026,10.0
68634,555,13.0,713,8.0
68635,804,12.0,1131,16.0
68636,1809,21.0,1935,11.0
68637,830,20.0,1033,10.0
68638,1125,26.0,1336,3.0
68639,1239,18.0,1409,2.0
68640,1719,14.0,2034,6.0
68641,1545,17.0,1723,4.0
68642,1302,33.0,1351,9.0
68643,1840,29.0,1959,4.0
68644,808,44.0,911,11.0
68645,1427,9.0,1455,13.0
68646,1555,11.0,1617,14.0
68647,1420,23.0,1701,3.0
68648,745,40.0,1033,7.0
68649,727,26.0,840,8.0
68650,1540,18.0,1700,3.0
68651,1455,12.0,1620,3.0
68652,1050,14.0,1220,3.0
68653,2155,14.0,2325,4.0
68654,1950,17.0,2135,3.0
68655,1200,9.0,1340,4.0
68656,1655,17.0,1850,3.0
68657,2000,14.0,2140,3.0
68658,1310,11.0,1450,4.0
68659,1945,18.0,2030,23.0
68660,1220,13.0,1300,4.0
68661,1615,14.0,1655,4.0
68662,910,17.0,955,6.0
68663,1135,11.0,1305,2.0
68664,1335,16.0,1500,3.0
68665,1745,13.0,1910,3.0
68666,2005,17.0,2135,3.0
68667,620,12.0,745,2.0
68668,955,18.0,1125,4.0
68669,1320,12.0,1625,4.0
68670,1810,12.0,2115,9.0
68671,635,9.0,945,7.0
68672,1855,9.0,2055,4.0
68673,710,10.0,905,4.0
68674,1340,9.0,1835,5.0
68675,525,12.0,925,6.0
68676,1715,15.0,2115,3.0
68677,825,9.0,930,5.0
68678,945,10.0,1045,4.0
68679,1035,15.0,1130,3.0
68680,1830,8.0,1945,4.0
68681,1205,10.0,1320,4.0
68682,935,6.0,1515,2.0
68683,935,10.0,1250,5.0
68684,1740,14.0,2055,3.0
68685,1500,13.0,1815,3.0
68686,1430,14.0,1625,7.0
68687,715,17.0,905,3.0
68688,1815,16.0,2005,6.0
68689,1900,14.0,2105,6.0
68690,1145,12.0,1355,7.0
68691,630,13.0,840,7.0
68692,1535,16.0,1745,7.0
68693,1615,16.0,1925,5.0
68694,1640,10.0,1850,7.0
68695,1250,18.0,1500,4.0
68696,2045,17.0,2140,2.0
68697,1415,18.0,2010,5.0
68698,1615,8.0,1945,3.0
68699,1215,9.0,1335,7.0
68700,905,13.0,1030,23.0
68701,1520,8.0,1640,7.0
68702,1030,24.0,1150,10.0
68703,1740,10.0,1900,7.0
68704,725,39.0,900,6.0
68705,1120,16.0,1515,3.0
68706,1845,7.0,1905,4.0
68707,2055,19.0,2115,3.0
68708,1055,12.0,1115,3.0
68709,1315,12.0,1335,4.0
68710,938,25.0,1521,4.0
68711,1222,14.0,1412,4.0
68712,1510,22.0,1708,6.0
68713,1001,25.0,1110,4.0
68714,910,14.0,1011,4.0
68715,1055,9.0,1200,5.0
68716,820,13.0,1135,9.0
68717,1219,16.0,1530,6.0
68718,1725,39.0,2348,7.0
68719,810,9.0,1014,4.0
68720,1759,20.0,2038,6.0
68721,600,23.0,841,17.0
68722,1740,15.0,1823,2.0
68723,1907,21.0,2144,6.0
68724,810,19.0,830,4.0
68725,914,18.0,1130,4.0
68726,700,10.0,820,7.0
68727,2222,13.0,2354,5.0
68728,830,16.0,951,15.0
68729,1030,27.0,1325,8.0
68730,1740,13.0,2058,22.0
68731,955,22.0,1613,4.0
68732,1950,10.0,2116,6.0
68733,759,25.0,1038,5.0
68734,1005,17.0,1239,6.0
68735,1821,34.0,2249,6.0
68736,2043,11.0,2302,20.0
68737,610,13.0,1157,21.0
68738,710,15.0,914,6.0
68739,1238,21.0,2056,8.0
68740,1850,23.0,2234,14.0
68741,1929,28.0,2248,5.0
68742,1929,23.0,2215,3.0
68743,1830,21.0,2213,5.0
68744,1655,15.0,1915,8.0
68745,1655,12.0,1945,8.0
68746,1205,11.0,1655,8.0
68747,1705,18.0,1904,6.0
68748,1245,14.0,1346,24.0
68749,1430,10.0,1729,5.0
68750,1652,14.0,1829,3.0
68751,1125,16.0,1336,3.0
68752,1434,18.0,2011,6.0
68753,750,11.0,928,8.0
68754,918,16.0,1134,6.0
68755,1729,15.0,2344,9.0
68756,1215,13.0,1430,8.0
68757,1215,27.0,1505,9.0
68758,1610,41.0,1852,9.0
68759,1757,25.0,1916,3.0
68760,1422,26.0,1718,7.0
68761,805,13.0,1114,6.0
68762,2029,53.0,2200,5.0
68763,525,15.0,739,10.0
68764,1015,13.0,1142,5.0
68765,1907,11.0,1917,11.0
68766,2015,24.0,2225,14.0
68767,600,15.0,733,5.0
68768,2341,12.0,2343,5.0
68769,1120,36.0,1301,8.0
68770,1304,25.0,1454,3.0
68771,1030,21.0,1231,3.0
68772,1540,19.0,1712,8.0
68773,1740,15.0,1908,7.0
68774,2030,13.0,2143,3.0
68775,1850,23.0,2021,5.0
68776,1448,15.0,1640,8.0
68777,1226,18.0,1421,12.0
68778,1239,13.0,1436,7.0
68779,1029,15.0,1210,3.0
68780,2047,26.0,2155,8.0
68781,1230,17.0,1501,18.0
68782,1120,16.0,1225,6.0
68783,1250,8.0,1403,21.0
68784,1042,28.0,1210,4.0
68785,830,20.0,1011,4.0
68786,532,12.0,729,10.0
68787,1048,15.0,1215,6.0
68788,835,28.0,1016,7.0
68789,600,15.0,719,7.0
68790,600,11.0,730,7.0
68791,724,14.0,826,8.0
68792,857,9.0,1020,25.0
68793,1911,24.0,2036,6.0
68794,602,53.0,729,9.0
68795,1400,14.0,1452,9.0
68796,1242,24.0,1329,5.0
68797,1515,20.0,1623,6.0
68798,1015,8.0,1155,4.0
68799,2005,8.0,2150,2.0
68800,1330,9.0,1510,3.0
68801,825,20.0,1105,3.0
68802,1810,11.0,2020,2.0
68803,1555,14.0,1745,2.0
68804,1640,10.0,1845,4.0
68805,1340,9.0,1730,4.0
68806,1100,8.0,1450,5.0
68807,1030,10.0,1155,5.0
68808,2115,11.0,2240,5.0
68809,1800,8.0,1900,2.0
68810,1400,8.0,1500,2.0
68811,1015,8.0,1115,3.0
68812,605,16.0,710,3.0
68813,640,9.0,730,5.0
68814,1440,7.0,1525,6.0
68815,535,8.0,710,4.0
68816,1930,6.0,2100,2.0
68817,1030,10.0,1205,2.0
68818,1220,8.0,1320,5.0
68819,1350,9.0,1530,4.0
68820,1655,6.0,1810,4.0
68821,620,7.0,735,4.0
68822,1700,10.0,1850,5.0
68823,715,10.0,905,4.0
68824,1855,7.0,1910,5.0
68825,1055,7.0,1115,6.0
68826,700,10.0,715,4.0
68827,1325,6.0,1345,5.0
68828,1730,16.0,2049,9.0
68829,2211,14.0,2315,10.0
68830,700,11.0,909,10.0
68831,1005,11.0,1204,5.0
68832,1254,19.0,1642,8.0
68833,1732,32.0,1943,5.0
68834,2036,15.0,2235,11.0
68835,710,16.0,1322,20.0
68836,1450,12.0,1914,7.0
68837,2009,12.0,2252,14.0
68838,53,23.0,630,7.0
68839,800,11.0,1037,5.0
68840,1125,22.0,1240,8.0
68841,1330,18.0,2003,5.0
68842,2048,56.0,2325,6.0
68843,620,13.0,922,5.0
68844,1007,38.0,1325,5.0
68845,1415,12.0,1714,8.0
68846,1804,13.0,2109,8.0
68847,2159,11.0,7,6.0
68848,1440,17.0,1700,8.0
68849,1750,13.0,2015,9.0
68850,610,18.0,826,9.0
68851,916,15.0,1208,5.0
68852,1258,15.0,1504,4.0
68853,1554,12.0,1744,5.0
68854,1834,10.0,1936,9.0
68855,2329,23.0,500,36.0
68856,845,29.0,1239,8.0
68857,830,24.0,1020,8.0
68858,1033,14.0,1154,6.0
68859,1627,15.0,1737,5.0
68860,1240,17.0,1343,4.0
68861,1428,26.0,1539,9.0
68862,1030,16.0,1151,6.0
68863,1230,10.0,1525,7.0
68864,1243,22.0,1515,5.0
68865,1125,13.0,1203,3.0
68866,802,20.0,921,8.0
68867,1106,19.0,1147,2.0
68868,1227,10.0,1500,3.0
68869,700,19.0,750,3.0
68870,1945,27.0,2230,4.0
68871,905,13.0,1019,8.0
68872,950,19.0,1046,3.0
68873,1128,21.0,1222,7.0
68874,621,13.0,805,7.0
68875,1212,17.0,1336,12.0
68876,957,25.0,1120,3.0
68877,1235,13.0,1351,2.0
68878,1425,13.0,1540,5.0
68879,905,27.0,1046,2.0
68880,1116,11.0,1252,8.0
68881,1629,17.0,1930,14.0
68882,1101,26.0,1147,5.0
68883,1227,18.0,1503,9.0
68884,1752,27.0,1837,4.0
68885,1424,17.0,1623,8.0
68886,1815,7.0,1950,1.0
68887,1340,8.0,1515,4.0
68888,1635,9.0,1810,3.0
68889,900,10.0,1035,3.0
68890,1120,10.0,1255,4.0
68891,600,10.0,735,3.0
68892,620,13.0,940,5.0
68893,1735,10.0,2100,8.0
68894,545,9.0,725,14.0
68895,1630,11.0,1810,14.0
68896,825,8.0,1155,3.0
